1,0.41
2,0.38
3,0.39
4,0.38
5,0.38
6,0.39
7,0.39
8,0.40
9,0.41
10,0.41
11,0.41
12,0.41
13,0.43
14,0.44
15,0.45
16,0.45
17,0.47
18,0.47
19,0.47
20,0.48
21,0.49
22,0.49
23,0.50
24,0.49
25,0.51
26,0.52
27,0.52
28,0.53
29,0.52
30,0.53
31,0.53
32,0.55
33,0.56
34,0.55
35,0.55
36,0.58
37,0.56
38,0.57
39,0.60
40,0.58
41,0.59
42,0.60
43,0.60
44,0.61
45,0.61
46,0.62
47,0.63
48,0.62
49,0.63
50,0.62
